name,city,price,rooms,area,price_per_m2,link,forma_wlasnosci,stan_wykonczenia,pietro,balkon,czynsz,parking,ogrzewanie
"LUX 2 pokoje ,Kamienica, Lokata Kapitału",Warszawa,595 000 ,2 pokoje,38,15 658 ,https://www.otodom.pl/oferta/lux-2-pokoje-kamienica-lokata-kapitalu-ID4kyGl,pełna własność,do zamieszkania,parter/4,,500,,miejskie
Mieszkanie - Warszawa,Warszawa,663 671 ,4 pokoje,65.32,10 160 ,https://www.otodom.pl/oferta/mieszkanie-warszawa-ID4kMx6,pełna własność,do wykończenia,3/5,balkon,,garaż/miejsce parkingowe,miejskie
"Widna kawalerka, 31 m2, Stegny",Warszawa,385 000 ,1 pokój,31.2,12 340 ,https://www.otodom.pl/oferta/widna-kawalerka-31-m2-stegny-ID4kBCa,spółdzielcze wł. z KW,,6/10,,500,,miejskie
3-pok przy kampusie SGGW * blisko metra Stokłosy,Warszawa,660 000 ,3 pokoje,59,11 186 ,https://www.otodom.pl/oferta/3-pok-przy-kampusie-sggw-blisko-metra-stoklosy-ID4jIP8,,do zamieszkania,4/4,balkon,,,miejskie
3-pokojowy Apartament obok stacji metra TROCKA,Warszawa,785 000 ,3 pokoje,57.3,13 700 ,https://www.otodom.pl/oferta/3-pokojowy-apartament-obok-stacji-metra-trocka-ID4kGZH,pełna własność,do zamieszkania,7/7,balkon,"570,68",,miejskie
Nowy apartament | 2 pokoje | Taras 14m2,Warszawa,729 000 ,2 pokoje,57.56,12 665 ,https://www.otodom.pl/oferta/nowy-apartament-2-pokoje-taras-14m2-ID4kMvt,pełna własność,do wykończenia,3/3,taras,,garaż/miejsce parkingowe,
"Mieszkanie 48m2, Warszawa Śródmieście, Muranów",Warszawa,700 000 ,2 pokoje,48,14 583 ,https://www.otodom.pl/oferta/mieszkanie-48m2-warszawa-srodmiescie-muranow-ID4jOZW,spółdzielcze własnościowe,do remontu,8/9,balkon,750,,miejskie
"w Kamienicy z Windą | WYSOKIE 3,20 m! | Centrum",Warszawa,947 000 ,3 pokoje,65,14 569 ,https://www.otodom.pl/oferta/w-kamienicy-z-winda-wysokie-3-20-m-centrum-ID4kcme,pełna własność,do zamieszkania,1/6,,730,,miejskie
"Kamienica przy Ratusz Arsenał! Wysokość 3,25 m!",Warszawa,939 000 ,3 pokoje,67,14 015 ,https://www.otodom.pl/oferta/kamienica-przy-ratusz-arsenal-wysokosc-3-25-m-ID4khYT,pełna własność,do wykończenia,1/6,,700,,miejskie
"3 p. Białołęka, kameralny blok, notariusz w cenie",Warszawa,526 500 ,3 pokoje,52.66,9998 ,https://www.otodom.pl/oferta/3-p-bialoleka-kameralny-blok-notariusz-w-cenie-ID4kJ2a,pełna własność,do zamieszkania,1/3,balkon,600,garaż/miejsce parkingowe,gazowe
Sprzedam bezpośrednio mieszkanie 95m Warszawa Wola,Warszawa,1 500 000 ,5 pokoi,95.3,15 740 ,https://www.otodom.pl/oferta/sprzedam-bezposrednio-mieszkanie-95m-warszawa-wola-ID4jTJF,pełna własność,do zamieszkania,1/5,balkon,797,garaż/miejsce parkingowe,miejskie
Atrakcyjne mieszkanie w dobrej lokalizacji,Warszawa,928 000 ,3 pokoje,80,11 600 ,https://www.otodom.pl/oferta/atrakcyjne-mieszkanie-w-dobrej-lokalizacji-ID4kGGD,pełna własność,do zamieszkania,2/4,"balkon, taras",962,garaż/miejsce parkingowe,miejskie
mieszkanie na Ochocie przy ul. Aleje Jerozolimskie,Warszawa,629 000 ,2 pokoje,38,16 553 ,https://www.otodom.pl/oferta/mieszkanie-na-ochocie-przy-ul-aleje-jerozolimskie-ID4kMvd,spółdzielcze własnościowe,do zamieszkania,> 10/11,,530,,miejskie
"Kamienica | 4 pokoje | wysokość 3,25m | METRO",Warszawa,932 000 ,4 pokoje,67,13 910 ,https://www.otodom.pl/oferta/kamienica-4-pokoje-wysokosc-3-25m-metro-ID4kjGP,pełna własność,do remontu,1/6,,729,,miejskie
Mieszkanie Ursus skorosze Ryżowa,Warszawa,580 000 ,3 pokoje,48.18,12 038 ,https://www.otodom.pl/oferta/mieszkanie-ursus-skorosze-ryzowa-ID4khKs,pełna własność,do zamieszkania,5,balkon,550,garaż/miejsce parkingowe,
"Duży balkon, 4 pokoje, świetna cena",Warszawa,499 000 ,4 pokoje,55.87,8931 ,https://www.otodom.pl/oferta/duzy-balkon-4-pokoje-swietna-cena-ID4kMwT,pełna własność,do wykończenia,2/2,"balkon, taras",,garaż/miejsce parkingowe,miejskie
"Miasteczko Wilanów, 3 lub 4 pokoje-90 mkw, garaż,",Warszawa,1 305 000 ,3 pokoje,90,14 500 ,https://www.otodom.pl/oferta/miasteczko-wilanow-3-lub-4-pokoje-90-mkw-garaz-ID4kraH,,,2/3,balkon,1100,garaż/miejsce parkingowe,
Penthouse z tarasem Wilanów,Warszawa,3 000 000 ,3 pokoje,93,32 258 ,https://www.otodom.pl/oferta/penthouse-z-tarasem-wilanow-ID4kqlH,,,,,,,
"Słoneczne mieszkanie Wola , ul. Szymczaka",Warszawa,578 000 ,2 pokoje,43.32,13 343 ,https://www.otodom.pl/oferta/sloneczne-mieszkanie-wola-ul-szymczaka-ID4koKu,pełna własność,do zamieszkania,3/4,,590,garaż/miejsce parkingowe,miejskie
Lux apartament na Warszawskim Powiślu,Warszawa,1 500 000 ,2 pokoje,59.83,25 071 ,https://www.otodom.pl/oferta/lux-apartament-na-warszawskim-powislu-ID4kBss,,,1/12,balkon,,garaż/miejsce parkingowe,miejskie
Atrakcyjna Cicha Kawalerka Z Najemcą,Warszawa,380 000 ,1 pokój,24.14,15 742 ,https://www.otodom.pl/oferta/atrakcyjna-cicha-kawalerka-z-najemca-ID4kChG,pełna własność,,9/10,balkon,500,,
"Ursus, 4 pokoje, 6 piętro, klucze w czerwcu 2023r.",Warszawa,779 000 ,4 pokoje,78.06,9980 ,https://www.otodom.pl/oferta/ursus-4-pokoje-6-pietro-klucze-w-czerwcu-2023r-ID4khFl,pełna własność,do wykończenia,6/7,"balkon, taras",790,garaż/miejsce parkingowe,miejskie
Ochota Cegła Balkon 1 Piętro Ciche Warto,Warszawa,539 000 ,2 pokoje,50,10 780 ,https://www.otodom.pl/oferta/ochota-cegla-balkon-1-pietro-ciche-warto-ID4kLk9,pełna własność,do remontu,1/4,balkon,,,
BEZPOŚREDNIO - KLUCZE W LIPCU - garaż +kom.lok,Warszawa,639 000 ,3 pokoje,63.79,10 017 ,https://www.otodom.pl/oferta/bezposrednio-klucze-w-lipcu-garaz-kom-lok-ID4kmsa,pełna własność,do wykończenia,6/7,balkon,,garaż/miejsce parkingowe,miejskie
"Trzy osobne pokoje Mokotów, Służew, na sprzedaż.",Warszawa,630 000 ,3 pokoje,53.3,11 820 ,https://www.otodom.pl/oferta/trzy-osobne-pokoje-mokotow-sluzew-na-sprzedaz-ID4jBCH,pełna własność,do zamieszkania,parter/10,balkon,620,,miejskie
Wyjątkowy apartament na Mokotowie.,Warszawa,3 010 000 ,4 pokoje,172,17 500 ,https://www.otodom.pl/oferta/wyjatkowy-apartament-na-mokotowie-ID4jZ2e,pełna własność,do wykończenia,4/4,taras,,,miejskie
Bezpośrednio studio 50m Bródno metro Kondratowicza,Warszawa,659 000 ,1 pokój,50.1,13 154 ,https://www.otodom.pl/oferta/bezposrednio-studio-50m-brodno-metro-kondratowicza-ID4kMk1,pełna własność,do zamieszkania,2/11,balkon,570,,miejskie
2-pokojowe mieszkanie 55m2 + balkon Bez Prowizji,Warszawa,Zapytajocenę,2 pokoje,55.06,,https://www.otodom.pl/oferta/2-pokojowe-mieszkanie-55m2-balkon-bez-prowizji-ID4j7Op,pełna własność,do wykończenia,1/4,balkon,,garaż/miejsce parkingowe,
2-pokojowe mieszkanie 41m2 + ogródek,Warszawa,Zapytajocenę,2 pokoje,41.14,,https://www.otodom.pl/oferta/2-pokojowe-mieszkanie-41m2-ogrodek-ID4fVeh,pełna własność,do wykończenia,parter/8,"taras, ogródek",,garaż/miejsce parkingowe,
"Mieszkanie 2-pokojowe, 57m2, Odrębna Własność",Warszawa,780 000 ,2 pokoje,57,13 684 ,https://www.otodom.pl/oferta/mieszkanie-2-pokojowe-57m2-odrebna-wlasnosc-ID4ksxE,pełna własność,do zamieszkania,1/5,balkon,600,,miejskie
Metro Stokłosy | Super rozkład | Do negocjacji !!!,Warszawa,630 000 ,3 pokoje,52.8,11 932 ,https://www.otodom.pl/oferta/metro-stoklosy-super-rozklad-do-negocjacji-ID4jp0E,,,7/7,,820,,miejskie
Dwustronne pięciopokojowe mieszkanie z garderobą.,Warszawa,641 000 ,5 pokoi,76.36,8394 ,https://www.otodom.pl/oferta/dwustronne-pieciopokojowe-mieszkanie-z-garderoba-ID4kMw9,pełna własność,do wykończenia,2/2,"balkon, taras",,garaż/miejsce parkingowe,miejskie
Nowe 3pok+PARKING W CENIE_100m bus_RABAT 80TYŚ,Warszawa,454 100 ,3 pokoje,52.04,8726 ,https://www.otodom.pl/oferta/nowe-3pok-parking-w-cenie-100m-bus-rabat-80tys-ID4kCuo,pełna własność,do wykończenia,,balkon,8,garaż/miejsce parkingowe,miejskie
"Metro Młynów /Blok 1994r /Wola /1 Pokój /34,05 m2",Warszawa,420 000 ,1 pokój,34.05,12 335 ,https://www.otodom.pl/oferta/metro-mlynow-blok-1994r-wola-1-pokoj-34-05-m2-ID4ixet,spółdzielcze własnościowe,do remontu,parter/4,balkon,400,garaż/miejsce parkingowe,miejskie
DNI OTWARTE -> Słoneczne 2pok _M.postojowe GRATIS,Warszawa,408 700 ,2 pokoje,42.11,9706 ,https://www.otodom.pl/oferta/dni-otwarte-sloneczne-2pok-m-postojowe-gratis-ID4kFaA,pełna własność,do wykończenia,2,balkon,8,garaż/miejsce parkingowe,miejskie
"Praga Południe / 37,5 m2 / 2 Pokoje / Winda",Warszawa,455 000 ,2 pokoje,37.5,12 133 ,https://www.otodom.pl/oferta/praga-poludnie-37-5-m2-2-pokoje-winda-ID4jkbZ,spółdzielcze własnościowe,do zamieszkania,5/7,,400,garaż/miejsce parkingowe,miejskie
Apartament Huculska 5/26,Warszawa,1 301 650 ,2 pokoje,74.38,17 500 ,https://www.otodom.pl/oferta/apartament-huculska-5-26-ID4gy6i,pełna własność,do zamieszkania,3/6,taras,,garaż/miejsce parkingowe,
Targówek / Apartamentowiec 2012r / 2 Pokoje / 50m2,Warszawa,639 000 ,2 pokoje,50,12 780 ,https://www.otodom.pl/oferta/targowek-apartamentowiec-2012r-2-pokoje-50m2-ID4kG03,pełna własność,do zamieszkania,2/3,balkon,650,garaż/miejsce parkingowe,miejskie
Warszawa/Białołęka 3 pokojowe z windą i garażem.,Warszawa,564 000 ,3 pokoje,51,11 059 ,https://www.otodom.pl/oferta/warszawa-bialoleka-3-pokojowe-z-winda-i-garazem-ID4kMpA,pełna własność,do zamieszkania,2/2,balkon,680,garaż/miejsce parkingowe,miejskie
Blisko metra | 3 nieprzechodnie pokoje | Cicho,Warszawa,484 000 ,3 pokoje,46.06,10 508 ,https://www.otodom.pl/oferta/blisko-metra-3-nieprzechodnie-pokoje-cicho-ID4kDSc,pełna własność,,4/4,balkon,550,,miejskie
2-pokojowe mieszkanie 47m2 + loggia,Warszawa,Zapytajocenę,2 pokoje,47.94,,https://www.otodom.pl/oferta/2-pokojowe-mieszkanie-47m2-loggia-ID4c9aY,pełna własność,do wykończenia,1/7,,,garaż/miejsce parkingowe,
"Grochów, 2 pokoje, gotowe do wprowadzenia, balkon",Warszawa,570 000 ,2 pokoje,50.5,11 287 ,https://www.otodom.pl/oferta/grochow-2-pokoje-gotowe-do-wprowadzenia-balkon-ID4kMsq,spółdzielcze wł. z KW,do zamieszkania,8/10,,800,garaż/miejsce parkingowe,miejskie
Niezwykła kawalerka na Targówku,Warszawa,392 000 ,1 pokój,32,12 250 ,https://www.otodom.pl/oferta/niezwykla-kawalerka-na-targowku-ID4kMu6,pełna własność,do zamieszkania,4/4,,500,,miejskie
Centrum/metro/3pok.po kapitalnym remoncie,Warszawa,750 000 ,3 pokoje,49,15 306 ,https://www.otodom.pl/oferta/centrum-metro-3pok-po-kapitalnym-remoncie-ID4kmu2,,,1/4,,,,miejskie
"Bartycka, 59m2 3-pokojowe mieszkanie kameralne os.",Warszawa,679 000 ,3 pokoje,58.83,11 542 ,https://www.otodom.pl/oferta/bartycka-59m2-3-pokojowe-mieszkanie-kameralne-os-ID4f4aY,pełna własność,do zamieszkania,3/4,,787,,miejskie
Warszawa - Białołęka - Pajdaka 3 pokoje 66m2,Warszawa,595 000 ,3 pokoje,66,9015 ,https://www.otodom.pl/oferta/warszawa-bialoleka-pajdaka-3-pokoje-66m2-ID4kE4g,pełna własność,do remontu,parter/10,balkon,780,,miejskie
Mieszkanie na poddaszu z balkonem.,Warszawa,365 000 ,2 pokoje,61.5,5935 ,https://www.otodom.pl/oferta/mieszkanie-na-poddaszu-z-balkonem-ID4jn5B,udział,do zamieszkania,3/3,,400,,inne
Deweloperskie 2-pokojowe premium | metro | parki,Warszawa,660 000 ,2 pokoje,36.16,18 252 ,https://www.otodom.pl/oferta/deweloperskie-2-pokojowe-premium-metro-parki-ID4kvVY,pełna własność,do wykończenia,1/5,balkon,,garaż/miejsce parkingowe,miejskie
Mieszkanie z potencjałem w pięknej kamienicy.,Warszawa,585 000 ,2 pokoje,53.84,10 866 ,https://www.otodom.pl/oferta/mieszkanie-z-potencjalem-w-pieknej-kamienicy-ID4iqFo,pełna własność,do remontu,3/4,balkon,658,garaż/miejsce parkingowe,miejskie
2 pokoje / Ursus Vita,Warszawa,442 000 ,2 pokoje,43,10 279 ,https://www.otodom.pl/oferta/2-pokoje-ursus-vita-ID4kHoL,udział,do wykończenia,4/7,balkon,,garaż/miejsce parkingowe,miejskie
Mieszkanie - Warszawa Praga-Południe,Warszawa,1 070 000 ,4 pokoje,69.47,15 402 ,https://www.otodom.pl/oferta/mieszkanie-warszawa-praga-poludnie-ID4kMtk,pełna własność,do zamieszkania,4/8,,721,garaż/miejsce parkingowe,miejskie
4-pokojowe mieszkanie 65m2 + ogródek,Warszawa,640 000 ,4 pokoje,65.13,9827 ,https://www.otodom.pl/oferta/4-pokojowe-mieszkanie-65m2-ogrodek-ID4jGi7,pełna własność,do wykończenia,parter/1,ogródek,,,
Sprzedam nowe bezp. 40 m Osiedle Hemara Ksi. Wiecz,Warszawa,530 000 ,2 pokoje,40.65,13 038 ,https://www.otodom.pl/oferta/sprzedam-nowe-bezp-40-m-osiedle-hemara-ksi-wiecz-ID4jHOu,pełna własność,do zamieszkania,2/3,balkon,460,,
"Prywatnie: URSUS FACTORY 65 m2, 3 pokoje + loggia",Warszawa,877 500 ,3 pokoje,65,13 500 ,https://www.otodom.pl/oferta/prywatnie-ursus-factory-65-m2-3-pokoje-loggia-ID4kbdg,pełna własność,do zamieszkania,5/6,balkon,660,garaż/miejsce parkingowe,miejskie
Dwa pokoje. Balkon. Bielany. Pełen rozkład.,Warszawa,528 000 ,2 pokoje,50.37,10 482 ,https://www.otodom.pl/oferta/dwa-pokoje-balkon-bielany-pelen-rozklad-ID4kBf1,spółdzielcze własnościowe,do zamieszkania,7/10,balkon,765,,miejskie
2 pokoje z balkonem w znakomitej cenie!,Warszawa,405 000 ,2 pokoje,38.18,10 608 ,https://www.otodom.pl/oferta/2-pokoje-z-balkonem-w-znakomitej-cenie-ID4kMsF,,do wykończenia,1/7,balkon,,garaż/miejsce parkingowe,
"3 pokoje, mieszkanie dla rodziny w dobrej cenie!",Warszawa,563 000 ,3 pokoje,59.92,9396 ,https://www.otodom.pl/oferta/3-pokoje-mieszkanie-dla-rodziny-w-dobrej-cenie-ID4kMsG,,do wykończenia,1/7,balkon,,garaż/miejsce parkingowe,
Mieszkanie na sprzedaż na Targówku blisko metra,Warszawa,495 000 ,3 pokoje,47.3,10 465 ,https://www.otodom.pl/oferta/mieszkanie-na-sprzedaz-na-targowku-blisko-metra-ID4kvUk,pełna własność,do zamieszkania,,balkon,550,,miejskie
Apartament na Solcu,Warszawa,2 900 000 ,3 pokoje,113.2,25 618 ,https://www.otodom.pl/oferta/apartament-na-solcu-ID4kvND,pełna własność,do zamieszkania,1/5,balkon,1670,garaż/miejsce parkingowe,miejskie
Dwupokojowe mieszkanie w centrum Warszawy,Warszawa,745 000 ,2 pokoje,46.1,16 161 ,https://www.otodom.pl/oferta/dwupokojowe-mieszkanie-w-centrum-warszawy-ID4kqhE,pełna własność,do zamieszkania,4/10,,520,,miejskie
Mieszkanie na Bielanach w wysokim standardzie,Warszawa,1 139 000 ,3 pokoje,71.4,15 952 ,https://www.otodom.pl/oferta/mieszkanie-na-bielanach-w-wysokim-standardzie-ID4kqfT,pełna własność,do zamieszkania,2/6,balkon,500,garaż/miejsce parkingowe,miejskie
Idealne Dla Rodziny/ Dobrze Skomunikowane,Warszawa,800 000 ,3 pokoje,73.64,10 864 ,https://www.otodom.pl/oferta/idealne-dla-rodziny-dobrze-skomunikowane-ID4kMse,pełna własność,do zamieszkania,1/4,balkon,,garaż/miejsce parkingowe,miejskie
2 pokoje z balkonem w kamienicy obok Pl. Zawiszy,Warszawa,549 000 ,2 pokoje,41.3,13 293 ,https://www.otodom.pl/oferta/2-pokoje-z-balkonem-w-kamienicy-obok-pl-zawiszy-ID4kMsd,pełna własność,do zamieszkania,2/4,"balkon, ogródek",600,,miejskie
Kawalerka 28m2 z duża logia 6m Białołęka Tarchomin,Warszawa,399 900 ,1 pokój,28.07,14 247 ,https://www.otodom.pl/oferta/kawalerka-28m2-z-duza-logia-6m-bialoleka-tarchomin-ID4k3f7,pełna własność,do zamieszkania,parter/3,"balkon, taras",350,,miejskie
BEZPOŚREDNIO - KLUCZE W LIPCU - garaż - bdb. układ,Warszawa,429 000 ,2 pokoje,38.39,11 175 ,https://www.otodom.pl/oferta/bezposrednio-klucze-w-lipcu-garaz-bdb-uklad-ID4kmrL,pełna własność,do wykończenia,2/7,balkon,,garaż/miejsce parkingowe,miejskie
Mieszkanie 3 pokojowe na sprzedaż w Wilanow,Warszawa,895 000 ,3 pokoje,59.9,14 942 ,https://www.otodom.pl/oferta/mieszkanie-3-pokojowe-na-sprzedaz-w-wilanow-ID4kHmY,pełna własność,do zamieszkania,parter/3,"ogródek, taras",,garaż/miejsce parkingowe,gazowe
Dwa pokoje z charakterem.,Warszawa,699 000 ,2 pokoje,46.55,15 016 ,https://www.otodom.pl/oferta/dwa-pokoje-z-charakterem-ID4kMrN,pełna własność,do zamieszkania,1/5,,450,,miejskie
WŁAŚCICIEL - świetny układ - bdb.komunikacja-GARAŻ,Warszawa,483 000 ,2 pokoje,44,10 977 ,https://www.otodom.pl/oferta/wlasciciel-swietny-uklad-bdb-komunikacja-garaz-ID4kMqA,pełna własność,do wykończenia,4/7,balkon,490,garaż/miejsce parkingowe,miejskie
Nowocześnie wykończony apartament na Woli,Warszawa,795 000 ,2 pokoje,41,19 390 ,https://www.otodom.pl/oferta/nowoczesnie-wykonczony-apartament-na-woli-ID4kMqK,pełna własność,do zamieszkania,7/8,balkon,500,garaż/miejsce parkingowe,miejskie
"Ciche, Zadbana Kamienica",Warszawa,1 100 000 ,2 pokoje,50.6,21 739 ,https://www.otodom.pl/oferta/ciche-zadbana-kamienica-ID4kIRJ,pełna własność,do remontu,3/5,balkon,490,garaż/miejsce parkingowe,
4-pokojowe mieszkanie 74m2 + 2 balkony,Warszawa,Zapytajocenę,4 pokoje,74.07,,https://www.otodom.pl/oferta/4-pokojowe-mieszkanie-74m2-2-balkony-ID4gYbr,pełna własność,do wykończenia,1/7,balkon,,garaż/miejsce parkingowe,
Świetna Lokalizacja* Po remoncie,Warszawa,670 000 ,3 pokoje,47,14 255 ,https://www.otodom.pl/oferta/swietna-lokalizacja-po-remoncie-ID4ky4o,,,3/10,balkon,600,,miejskie
Świetna lokalizacja* Do inwestycji,Warszawa,549 000 ,2 pokoje,43,12 767 ,https://www.otodom.pl/oferta/swietna-lokalizacja-do-inwestycji-ID4kwcz,spółdzielcze wł. z KW,do remontu,4/4,balkon,360,,miejskie
Ogród * Balkon * Do remontu * Ciche * Metro,Warszawa,610 000 ,3 pokoje,64,9531 ,https://www.otodom.pl/oferta/ogrod-balkon-do-remontu-ciche-metro-ID4krRI,pełna własność,do remontu,parter/3,ogródek,800,,miejskie
"Bezpośrednio, 2 pokoje Warszawa Wola ul. Laskowa 4",Warszawa,620 000 ,2 pokoje,54,11 481 ,https://www.otodom.pl/oferta/bezposrednio-2-pokoje-warszawa-wola-ul-laskowa-4-ID4kKw6,spółdzielcze własnościowe,do remontu,4/4,,700,garaż/miejsce parkingowe,miejskie
Loggia 18 m2 * Garderoba * Komórka Lok.,Warszawa,780 000 ,2 pokoje,51,15 294 ,https://www.otodom.pl/oferta/loggia-18-m2-garderoba-komorka-lok-ID4kxNH,pełna własność,do zamieszkania,7/8,,950,garaż/miejsce parkingowe,miejskie
Przytulne dwupokojowe mieszkanie na Bielanach,Warszawa,504 000 ,2 pokoje,37,13 622 ,https://www.otodom.pl/oferta/przytulne-dwupokojowe-mieszkanie-na-bielanach-ID4kMqb,pełna własność,do zamieszkania,3/4,balkon,691,,
Dolny Mokotów 3 pokojowe w otoczeniu parków,Warszawa,1 100 000 ,3 pokoje,78,14 103 ,https://www.otodom.pl/oferta/dolny-mokotow-3-pokojowe-w-otoczeniu-parkow-ID4kMqS,spółdzielcze wł. z KW,do zamieszkania,4/4,balkon,1500,,miejskie
Mieszkanie - Warszawa Mokotów Stegny,Warszawa,699 900 ,2 pokoje,70,9999 ,https://www.otodom.pl/oferta/mieszkanie-warszawa-mokotow-stegny-ID4kMpZ,,do wykończenia,4/4,,680,,miejskie
Ceniona Chomiczówka w zasięgu ręki,Warszawa,595 000 ,3 pokoje,56.8,10 475 ,https://www.otodom.pl/oferta/ceniona-chomiczowka-w-zasiegu-reki-ID4kzWt,spółdzielcze własnościowe,do remontu,7/15,balkon,680,,gazowe
3 pokojowe mieszkanie z pięknym widokiem,Warszawa,730 000 ,3 pokoje,61,11 967 ,https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-z-pieknym-widokiem-ID4jTAu,,,5/6,"balkon, taras",,,
"Dwa pokoje w świetnej cenie, idealne dla pary.",Warszawa,420 000 ,2 pokoje,41.85,10 036 ,https://www.otodom.pl/oferta/dwa-pokoje-w-swietnej-cenie-idealne-dla-pary-ID4kMpJ,pełna własność,do wykończenia,2/2,,,,miejskie
Apartament inwestycja na wynajem! FAKTURA VAT 23%,Warszawa,"592 491,12 ",2 pokoje,35.02,16 919 ,https://www.otodom.pl/oferta/apartament-inwestycja-na-wynajem-faktura-vat-23-ID4kBxo,pełna własność,,4/4,balkon,,garaż/miejsce parkingowe,
Mieszkanie z potencjałem aranżacyjnym Mokotów!,Warszawa,1 085 000 ,3 pokoje,74.61,14 542 ,https://www.otodom.pl/oferta/mieszkanie-z-potencjalem-aranzacyjnym-mokotow-ID4kzkG,pełna własność,do wykończenia,2/3,balkon,790,garaż/miejsce parkingowe,miejskie
Mieszkanie STARE BIELANY 4pok 94mkw 1pietro BEZPOŚ,Warszawa,1 554 000 ,4 pokoje,94.24,16 490 ,https://www.otodom.pl/oferta/mieszkanie-stare-bielany-4pok-94mkw-1pietro-bezpos-ID4jOiT,pełna własność,do wykończenia,1/4,"balkon, taras",1150,garaż/miejsce parkingowe,miejskie
Mieszkanie 2- pokojowe na Białołęce OSIEDLE REGATY,Warszawa,485 000 ,2 pokoje,43,11 279 ,https://www.otodom.pl/oferta/mieszkanie-2-pokojowe-na-bialolece-osiedle-regaty-ID4fsB4,pełna własność,do zamieszkania,parter/4,ogródek,520,garaż/miejsce parkingowe,miejskie
Apartament inwestycja na wynajem! FAKTURA VAT 23%,Warszawa,"806 083,66 ",3 pokoje,51.37,15 692 ,https://www.otodom.pl/oferta/apartament-inwestycja-na-wynajem-faktura-vat-23-ID4kBxT,pełna własność,,4/4,balkon,,garaż/miejsce parkingowe,
1-pokojowe mieszkanie 68m2 + balkon Bez Prowizji,Warszawa,Zapytajocenę,1 pokój,68.41,,https://www.otodom.pl/oferta/1-pokojowe-mieszkanie-68m2-balkon-bez-prowizji-ID4jrn1,pełna własność,do wykończenia,5/5,balkon,,garaż/miejsce parkingowe,
"2 pokoje z balkonem, Żoliborz",Warszawa,739 000 ,2 pokoje,57,12 965 ,https://www.otodom.pl/oferta/2-pokoje-z-balkonem-zoliborz-ID4jMma,pełna własność,do remontu,3/4,balkon,612,garaż/miejsce parkingowe,miejskie
"Mieszkanie Postępu, miejsca parkingowe, komórka",Warszawa,1 050 000 ,3 pokoje,65.88,15 938 ,https://www.otodom.pl/oferta/mieszkanie-postepu-miejsca-parkingowe-komorka-ID4iDej,pełna własność,do zamieszkania,2/8,"balkon, taras",800,garaż/miejsce parkingowe,miejskie
4-pokojowe mieszkanie 100m2 + taras,Warszawa,1 729 000 ,4 pokoje,100.95,17 127 ,https://www.otodom.pl/oferta/4-pokojowe-mieszkanie-100m2-taras-ID4fYAg,pełna własność,do wykończenia,1/8,taras,,garaż/miejsce parkingowe,
"Mokotów!3pokoje,klimatyzacja,wysoki standard!Garaż",Warszawa,1 250 000 ,3 pokoje,74,16 892 ,https://www.otodom.pl/oferta/mokotow-3pokoje-klimatyzacja-wysoki-standard-garaz-ID4kKBW,pełna własność,do zamieszkania,7/10,balkon,750,garaż/miejsce parkingowe,miejskie
"10min do Centrum, blisko WKD - Gotowe",Warszawa,706 334 ,3 pokoje,59.43,11 885 ,https://www.otodom.pl/oferta/10min-do-centrum-blisko-wkd-gotowe-ID4kMoL,pełna własność,do wykończenia,3/6,balkon,480,garaż/miejsce parkingowe,miejskie
Przytulne z widokiem na Pałac Kultury,Warszawa,870 000 ,2 pokoje,41.5,20 964 ,https://www.otodom.pl/oferta/przytulne-z-widokiem-na-palac-kultury-ID4kMoD,,do zamieszkania,8/10,balkon,290,,miejskie
Centrum - 2 pok. z balkonem/cicho/metro,Warszawa,595 000 ,2 pokoje,37.2,15 995 ,https://www.otodom.pl/oferta/centrum-2-pok-z-balkonem-cicho-metro-ID4kGzO,pełna własność,do remontu,2/10,,560,,miejskie
3 Pokojowe przy samym METRZE Księcia Janusza!!!,Warszawa,598 000 ,3 pokoje,38.5,15 532 ,https://www.otodom.pl/oferta/3-pokojowe-przy-samym-metrze-ksiecia-janusza-ID4kKBO,spółdzielcze własnościowe,do zamieszkania,3/3,,570,,miejskie
Kawalerka z ogródkiem na wakacje 2023 roku,Warszawa,400 800 ,1 pokój,25.05,16 000 ,https://www.otodom.pl/oferta/kawalerka-z-ogrodkiem-na-wakacje-2023-roku-ID4kMoy,pełna własność,do wykończenia,parter/3,ogródek,,,miejskie
Przytulne mieszkanie 2 pokojowe na Forcie Bema,Warszawa,520 000 ,2 pokoje,43.6,11 927 ,https://www.otodom.pl/oferta/przytulne-mieszkanie-2-pokojowe-na-forcie-bema-ID4knEY,pełna własność,do zamieszkania,5/6,balkon,,garaż/miejsce parkingowe,miejskie
4 pokoje na Ursynowie,Warszawa,930 000 ,4 pokoje,74.3,12 517 ,https://www.otodom.pl/oferta/4-pokoje-na-ursynowie-ID4kMoc,spółdzielcze wł. z KW,do zamieszkania,3/3,balkon,1100,,
"Mieszkanie na Kabatach 116m2, Nautica, Las Kabacki",Warszawa,1 899 000 ,5 pokoi,116,16 371 ,https://www.otodom.pl/oferta/mieszkanie-na-kabatach-116m2-nautica-las-kabacki-ID4kKBr,pełna własność,do zamieszkania,1/4,"balkon, ogródek",,garaż/miejsce parkingowe,miejskie
"Klimatyczne, prestiżowe serce Żoliborza",Warszawa,930 000 ,3 pokoje,57,16 316 ,https://www.otodom.pl/oferta/klimatyczne-prestizowe-serce-zoliborza-ID4jSZA,pełna własność,do zamieszkania,2/4,balkon,850,,miejskie
